TF,TFCommon,Bound Size,DE Size,Intersection,FDR Lower Bound,HypergeometricPVal,Response Rate,Relative Risk,Fold Enrichment,Jaccard Similarity,Genes
YKL222C,YKL222C,219,192,15,0.41427324019344436,0.0080424119471562919,0.0684931506849315,1.0535915078288216,1.991652397260274,0.03787878787878788,"['AME1', 'FLO1', 'GCD7', 'GPN3', 'GSP1', 'HOM6', 'HSP10', 'IWS1', 'MNN4', 'PHO13', 'RAD9', 'SNU23', 'SWT21', 'TIM10', 'YFR006W']"
YKR034W,DAL80,41,491,6,0.48352886739506834,0.14681277840452953,0.14634146341463414,0.74176055450999934,1.6640007947940987,0.011406844106463879,"['DPH5', 'EXO84', 'NUR1', 'PIN4', 'YMR178W', 'YOR093C']"
YKR064W,OAF3,1,5583,1,1,1,0,0,0,0,['YMR315W']
YKR099W,BAS1,8,338,2,0.16525613469460862,0.080298668249495581,0.25,2.0524386669162693,4.129437869822485,0.005813953488372093,"['GCV3', 'IES5']"
YLR013W,GAT3,308,1120,69,0.5950622944393825,0.16273710468473307,0.22402597402597402,0.16914634060299905,1.1167294758812616,0.05077262693156733,"['AAD3', 'BDS1', 'BRL1', 'CDH1', 'CHA1', 'CLB3', 'COS4', 'ERP6', 'ERR3', 'HMRA2', 'HPA2', 'HSH49', 'INP51', 'LSP1', 'MCM3', 'MIC23', 'NIT1', 'OSH7', 'PAH1', 'PAP1', 'PAU10', 'PAU11', 'PAU22', 'PHO80', 'POL32', 'PRE2', 'PUS2', 'RKI1', 'RPL12b', 'RPL13a', 'RPL13b', 'RPL23b', 'RPL25', 'RPL26b', 'RPL37a', 'RPL42a', 'RPN11', 'RPN5', 'RPS15', 'RPS16a', 'RPS1a', 'RPS29a', 'RPS4b', 'RPS6b', 'RPS8a', 'RRB1', 'RTA1', 'RXT3', 'SES1', 'SPT7', 'TIM21', 'UGO1', 'UTP20', 'VPS1', 'WHI4', 'YAP3', 'YEL008W', 'YEL075C', 'YGL108C', 'YGL260W', 'YGR149W', 'YHL050C', 'YIL001W', 'YIP1', 'YIR042C', 'YLR283W', 'YLR407W', 'YOR292C', 'YRF1-7']"
YLR014C,PPR1,349,81,3,1.5923674547734192,0.89020847273439185,0.008595988538681949,-0.79382473530270936,0.5924864692773002,0.00702576112412178,"['ECM16', 'NTF2', 'YDL086W']"
YLR098C,CHA4,112,244,9,0.46668582203912673,0.055349458165891242,0.08035714285714286,0.90364197320228845,1.8386636416861826,0.025936599423631124,"['BIR1', 'KEG1', 'OST5', 'RRG1', 'SCC4', 'UTP7', 'VPS36', 'YLR053C', 'YNL146W']"
YLR113W,HOG1,177,233,7,0.965432371228986,0.61344834609188936,0.03954802259887006,-0.08008379390588613,0.9476249363497491,0.017369727047146403,"['DPH6', 'ECM23', 'HDA3', 'NFT1', 'SPO21', 'URA5', 'YRA2']"
YLR131C,ACE2,180,227,13,0.4754861943537387,0.030910772878048168,0.07222222222222222,0.86666460203770257,1.7762848751835536,0.03299492385786802,"['COT1', 'DSE2', 'ICS2', 'ISR1', 'MCM10', 'MNN9', 'MTC6', 'NCL1', 'SNQ2', 'TYE7', 'VIK1', 'YML053C', 'YPT35']"
YLR176C,RFX1,412,46,2,1.5953116603976356,0.86388423064372688,0.0048543689320388345,-0.80970455633712679,0.5891726466863655,0.0043859649122807015,"['HUA2', 'MDR1']"
YLR182W,SWI6,1,5583,1,1,1,0,0,0,0,['PCL1']
YLR223C,IFH1,56,446,5,0.7837206698907397,0.46699601382303274,0.08928571428571429,0.16221922448639883,1.1176729660474056,0.01006036217303823,"['RPS16a', 'SEC27', 'SFM1', 'YIM1', 'YPR153W']"
YLR228C,ECM22,519,227,28,0.5944576648499271,0.071728438845692563,0.05394990366088632,0.45720126258441574,1.3268824323291997,0.03899721448467967,"['AAD4', 'ARO2', 'ATG21', 'ATG31', 'AVT7', 'BUD7', 'BUG1', 'CCP1', 'FBP1', 'FIT3', 'GAL4', 'HEM1', 'ICS3', 'KRE29', 'MDH3', 'NUP84', 'PAT1', 'RMA1', 'RNH201', 'RPB11', 'RPL31b', 'RPN13', 'RRT5', 'RSN1', 'SEE1', 'SMX3', 'SSP1', 'SWH1']"
YLR256W,HAP1,11,292,2,0.2203788285867813,0.1098155431774101,0.18181818181818182,1.8046388339490214,3.476338729763387,0.006644518272425249,"['AEP2', 'MOT3']"
YLR278C,YLR278C,213,130,7,0.6336918835239631,0.22708786806430845,0.03286384976525822,0.520837169365301,1.4113759479956662,0.020833333333333332,"['KAP104', 'NDJ1', 'PEX12', 'PRP24', 'SMC3', 'SUA5', 'YSP1']"
YLR403W,SFP1,402,1233,108,0.4862081318287659,0.010822484804425435,0.26865671641791045,0.30714139313022104,1.216472382612485,0.07072691552062868,"['AAD15', 'ACP1', 'ADH2', 'ADI1', 'AGE2', 'APA1', 'APM2', 'ART10', 'ATG10', 'ATO3', 'ATP10', 'AVO2', 'CDC26', 'CDC40', 'COG6', 'COQ2', 'CTK1', 'CYB2', 'CYT1', 'DAL5', 'DDP1', 'DPH2', 'EFT2', 'FAU1', 'FMP25', 'FOX2', 'GLC8', 'GPM1', 'GYP1', 'HCR1', 'HEM15', 'HMS1', 'HRP1', 'KAP104', 'KDX1', 'KRI1', 'LYS4', 'MHR1', 'MKT1', 'MMS1', 'MPT5', 'MRPL38', 'MSA1', 'MTC6', 'NDL1', 'NKP2', 'NMD2', 'NMD4', 'NNF2', 'PDR12', 'PGM3', 'PPT1', 'PSP1', 'PTC7', 'PUG1', 'RAI1', 'RCF2', 'REX2', 'RIB4', 'RMP1', 'RMR1', 'RPL11a', 'RPL12a', 'RPL16b', 'RPL19b', 'RPL20b', 'RPL2b', 'RPL30', 'RPL6a', 'RPL8b', 'RPS16b', 'RPS18a', 'RPS1b', 'RPS27b', 'RPS31', 'RPS4a', 'RRD2', 'RTN1', 'SAK1', 'SAP4', 'SCJ1', 'SEC23', 'SMX3', 'SPO12', 'SRP1', 'SRP14', 'SSP1', 'STE3', 'TFB1', 'TFC8', 'TOF1', 'TPO4', 'UBX4', 'UTP6', 'VPS73', 'YBR013C', 'YGK3', 'YHL018W', 'YHR020W', 'YHR097C', 'YHR138C', 'YLL030C', 'YLL056C', 'YLR149C', 'YNR071C', 'YOR387C', 'YRR1', 'ZRT3']"
YLR451W,LEU3,1,7,0,1,1,0,0,0,0,[]
YML007W,YAP1,16,129,2,0.15294196668457818,0.05146190227274073,0.125,2.4539996810936677,5.409883720930233,0.013986013986013986,"['SNQ2', 'YNL134C']"
YML027W,YOX1,340,144,14,0.5219448069394335,0.054480564518397917,0.041176470588235294,0.73177300340780316,1.5964460784313725,0.029787234042553193,"['BUB1', 'CDC6', 'CIT2', 'DUS4', 'GAR1', 'GPI17', 'HXT15', 'LDB17', 'LSM4', 'PWP1', 'SAC6', 'SPE3', 'TRM2', 'YEL014C']"
YML051W,GAL80,92,73,2,0.5650859752821064,0.33948322896988758,0.021739130434782608,0.74954412038256923,1.662596783799881,0.012269938650306749,"['BER1', 'TAD1']"
YML076C,WAR1,2,5583,2,1,1,0,0,0,0,"['DBF20', 'RPC40']"
YML081W,TDA9,26,336,5,0.2332997492387605,0.01768312703130084,0.19230769230769232,1.6908914948895413,3.1953983516483517,0.014005602240896359,"['DCD1', 'ERG26', 'HHT2', 'SOP4', 'SPO75']"
YML099C,ARG81,169,152,7,0.5873906118062485,0.17660303114111187,0.04142011834319527,0.6290455679754493,1.521371846776705,0.022292993630573247,"['CCE1', 'DIA4', 'ECM9', 'SIP1', 'YGL101W', 'YOL159C', 'YOR302W']"
YML113W,DAT1,243,106,10,0.3860245387784345,0.016441333412349889,0.0411522633744856,1.1947771171353414,2.167481947356161,0.029498525073746312,"['CSI1', 'CWC22', 'ERG26', 'FRQ1', 'GRS2', 'PEP5', 'SHG1', 'SOP4', 'SPB1', 'TFB4']"
YMR016C,SOK2,393,147,14,0.6221341572631202,0.151378346304404,0.035623409669211195,0.47520580754305136,1.3529625590694294,0.026615969581749048,"['GEX2', 'GIT1', 'GRX3', 'HSP82', 'MSN4', 'PET100', 'PLB2', 'POL12', 'PSH1', 'RBS1', 'RPL43b', 'YAP3', 'YBT1', 'YMR018W']"
YMR019W,STB4,1,5583,1,1,1,0,0,0,0,['YIL166C']
YMR021C,MAC1,36,402,2,1.1985715565108366,0.74353958770283779,0.05555555555555555,-0.37628918109168524,0.7715588723051409,0.0045871559633027525,"['MRM2', 'SEN2']"
YMR037C,MSN2,126,158,5,0.6509784166218878,0.28479735100810416,0.03968253968253968,0.50115265706743661,1.402200120554551,0.017921146953405017,"['CST9', 'HEM4', 'NOP19', 'RMR1', 'YGR210C']"
YMR042W,ARG80,18,293,2,0.4032554182339244,0.24317521436172204,0.1111111111111111,1.0873656278787256,2.117178612059158,0.006472491909385114,"['APN2', 'FSH3']"
YMR043W,MCM1,2,5583,2,1,1,0,0,0,0,"['EKI1', 'SWI5']"
YMR053C,STB2,204,641,33,0.529797233484767,0.024909335569686507,0.16176470588235295,0.51716353753290334,1.4089428283013674,0.04064039408866995,"['AFT2', 'AIM17', 'AIM19', 'AIM25', 'DLD1', 'ENA2', 'ESF2', 'GDH3', 'GIR2', 'HPA2', 'HSC82', 'IZH3', 'KTR3', 'KTR7', 'MLP1', 'MRPL4', 'NEO1', 'NTR2', 'NUP159', 'PGK1', 'RAD17', 'RNA14', 'RPA190', 'SLY41', 'SNF4', 'SPG4', 'STE50', 'SYT1', 'TMA108', 'TPD3', 'UBR1', 'YJL193W', 'YKL071W']"
YMR070W,MOT3,39,497,7,0.3779218162278345,0.053640957979333222,0.1794871794871795,1.0220263063299988,2.016251354279523,0.013232514177693762,"['ATG31', 'ERV15', 'HXT13', 'MUD1', 'RFT1', 'RIF1', 'YBR013C']"
YMR075W,RCO1,1,5583,1,1,1,0,0,0,0,['GDH3']
YMR164C,MSS11,72,59,2,0.35167024897008775,0.17617680824072529,0.027777777777777776,1.4252833962254514,2.628531073446328,0.015503875968992248,"['BGL2', 'JEM1']"
YMR182C,RGM1,1,12,0,1,1,0,0,0,0,[]
YNL027W,CRZ1,58,494,10,0.39240999462654486,0.029195980448428221,0.1724137931034483,0.97684261165135222,1.948555074689376,0.01845018450184502,"['AIM17', 'PAC1', 'PAT1', 'SMX3', 'VPS55', 'YAR068W', 'YBL111C', 'YFL066C', 'YNL033W', 'YRF1-3']"
YNL068C,FKH2,284,1022,70,0.4698683503492746,0.0037526035325011475,0.24647887323943662,0.45622254617567659,1.346469226316805,0.05663430420711974,"['AIM20', 'ALK1', 'AMN1', 'APC1', 'ATG1', 'ATR1', 'BSP1', 'CHA1', 'COS4', 'CPA2', 'DDI3', 'DIF1', 'DLD1', 'DYN1', 'ECM33', 'EKI1', 'ESP1', 'FMP21', 'GDH2', 'GIC1', 'GLN1', 'GSH1', 'ITT1', 'JSN1', 'KIN3', 'LTE1', 'MDG1', 'MDM31', 'MDV1', 'MNN9', 'MRH1', 'MRPL8', 'MTL1', 'NOP1', 'NPR3', 'NUD1', 'NUM1', 'NUR1', 'OCA2', 'PDC5', 'PDS1', 'PDS5', 'PLM2', 'PMP1', 'RAM1', 'RAX2', 'RNR1', 'RPL26a', 'RPL37b', 'SCP160', 'SEN2', 'SFK1', 'SPO73', 'SRL1', 'SSN8', 'SSO2', 'TDH2', 'TUP1', 'UIP5', 'WHI4', 'YAP6', 'YBL086C', 'YBR138C', 'YCR085W', 'YIL169C', 'YML053C', 'YMR166C', 'YNL034W', 'YPT31', 'YRF1-2']"
YNL103W,MET4,116,636,24,0.3889485939459072,0.0024425884253390247,0.20689655172413793,0.88612732310051556,1.8162003903708523,0.03296703296703297,"['ARO9', 'BSP1', 'DAT1', 'FRE1', 'IMD3', 'IPP1', 'ISA1', 'LSB6', 'MET14', 'MET2', 'NUP120', 'PEX2', 'POL5', 'RPS15', 'RPS2', 'SAM1', 'SLM4', 'SPT8', 'SUL2', 'SUN4', 'TAF8', 'TDH3', 'THI74', 'YTM1']"
YNL139C,RLR1,1,5583,1,1,1,0,0,0,0,['TUB3']
YNL167C,SKO1,345,89,9,0.5164300853782315,0.097102102888543027,0.02608695652173913,0.77234469924001459,1.6364435759648264,0.021176470588235293,"['ATX2', 'HOR2', 'IMA3', 'IRC15', 'PAU20', 'RPS23a', 'SAL1', 'SPS100', 'YMR226C']"
YNL199C,GCR2,1,5583,1,1,1,0,0,0,0,['YDR042C']
YNL216W,RAP1,128,123,4,0.6499193981730252,0.31151317216986407,0.03125,0.51854571790302595,1.4184451219512195,0.016194331983805668,"['ERG5', 'FRS2', 'MNL1', 'RPL28']"
YNL257C,SIP3,2,5583,2,1,1,0,0,0,0,"['DIB1', 'MDM36']"
YNL309W,STB1,1,5583,1,1,1,0,0,0,0,['PCL1']
YNL314W,DAL82,84,341,10,0.4207012358946803,0.0309454361637914,0.11904761904761904,0.98387683656242619,1.9490992878089652,0.024096385542168676,"['AIM24', 'DCG1', 'EEB1', 'GUS1', 'NCS2', 'PEX21', 'TED1', 'YGL242C', 'YHB1', 'YOL075C']"
YNR063W,YNR063W,589,220,26,0.7188287934526516,0.29712602839466828,0.044142614601018676,0.18438315805171615,1.1202191696249422,0.033205619412515965,"['AIM2', 'AIR2', 'CAF20', 'CDC21', 'GDH3', 'HOP2', 'IRE1', 'MGE1', 'MPT5', 'PEF1', 'PRE3', 'PSF3', 'RFM1', 'RPL7b', 'RRP7', 'SEC2', 'SPS18', 'TMA46', 'TOS2', 'TRS20', 'URA1', 'VPS75', 'YGR266W', 'YHL042W', 'YLH47', 'YPS7']"
YOL028C,YAP7,1,5583,1,1,1,0,0,0,0,['EMI5']
YOL067C,RTG1,32,116,2,0.29986118574243237,0.14211082308857692,0.0625,1.6056419635968409,3.008081896551724,0.0136986301369863,"['AIM25', 'SPT16']"
YOL089C,HAL9,1,6,0,1,1,0,0,0,0,[]
YOL108C,INO4,489,326,50,0.4025891097975999,4.5537006612845133e-05,0.10224948875255624,0.91622432231851658,1.7511009070721517,0.06535947712418301,"['ADH5', 'BSC2', 'BUD27', 'CFT2', 'CHO1', 'CNM67', 'COT1', 'CRD1', 'ERR1', 'FIR1', 'FLC2', 'GID8', 'GIR2', 'GSH1', 'HSC82', 'HXT6', 'MDJ1', 'MDM38', 'MOT3', 'MRPL39', 'NRG2', 'NRK1', 'OLE1', 'ORM2', 'PDC1', 'PET9', 'PHO2', 'PHO86', 'PSD2', 'PTP3', 'PTR2', 'PUB1', 'RAD54', 'RGS2', 'RMI1', 'SFG1', 'SIR1', 'SLX8', 'SMT3', 'SNF6', 'SSO1', 'TYE7', 'USV1', 'WTM1', 'YAP6', 'YBR220C', 'YCR061W', 'YLR460C', 'YNL010W', 'YNL155W']"
YOL116W,MSN1,54,62,3,0.17476043345871395,0.02165211565204141,0.05555555555555555,2.3802348055477158,5.002688172043011,0.02654867256637168,"['PCL10', 'PRE7', 'YNL035C']"
YOR028C,CIN5,38,405,4,0.5910800644814616,0.29598492323518022,0.10526315789473684,0.54158580515056642,1.4510721247563354,0.009111617312072893,"['GRE2', 'IMA2', 'RPS4a', 'YLR413W']"
YOR032C,HMS1,102,145,7,0.3251020316777974,0.016330993885529395,0.06862745098039216,1.4466285426565844,2.642393509127789,0.029166666666666667,"['BNA5', 'BUD22', 'CAP1', 'CGR1', 'HOM6', 'RPL37b', 'YOR223W']"
YOR038C,HIR2,2,5583,2,1,1,0,0,0,0,"['HHF1', 'HHT1']"
YOR077W,RTS2,56,198,5,0.34173607379545046,0.047285562173432133,0.08928571428571429,1.3543970327758388,2.51758658008658,0.020080321285140562,"['COX12', 'DON1', 'PIN4', 'YJR098C', 'YRB30']"
YOR113W,AZF1,78,307,9,0.3928853961430533,0.026343482672477908,0.11538461538461539,1.0918811105696338,2.0983462791280383,0.023936170212765957,"['AAR2', 'FRD1', 'IZH3', 'PDR1', 'RPL10', 'RPL11b', 'TRP1', 'TUB3', 'VHR1']"
YOR140W,SFL1,427,264,26,0.6291540941594677,0.1065452923932643,0.06088992974238876,0.39956624357430909,1.287683627847562,0.039097744360902256,"['CBF2', 'DPB4', 'DUR1,2', 'FAP7', 'HTS1', 'ILV6', 'MBP1', 'POP2', 'PUF6', 'QNS1', 'RFC3', 'RGS2', 'RIM101', 'RSR1', 'SEC20', 'SSE1', 'SWI4', 'TFB4', 'VAM3', 'YBR096W', 'YCR043C', 'YNK1', 'YNL181W', 'YNL234W', 'YNL247W', 'YPL077C']"
YOR162C,YRR1,2,5583,2,1,1,0,0,0,0,"['BIR1', 'EMC2']"
YOR229W,WTM2,1,5583,1,1,1,0,0,0,0,['FLO1']
YOR230W,WTM1,1,5583,1,1,1,0,0,0,0,['HIM1']
YOR298C-A,MBF1,1,5583,1,1,1,0,0,0,0,['YNL217W']
YOR344C,TYE7,2,5583,2,1,1,0,0,0,0,"['HRR25', 'PGC1']"
YOR358W,HAP5,297,183,12,0.707146695325094,0.26713858928644169,0.04040404040404041,0.32075157467606258,1.2326544129822816,0.02564102564102564,"['CCT7', 'DAD1', 'ECM15', 'GRX3', 'HEM3', 'PFS1', 'RPP0', 'SDC1', 'SOP4', 'SRP68', 'SYO1', 'YDR042C']"
YOR363C,PIP2,268,146,7,0.9104696015966838,0.55718943552776024,0.026119402985074626,-0.0018213647052086833,0.9987988141484359,0.0171990171990172,"['NDD1', 'PGA3', 'PHO3', 'RRF1', 'SNU13', 'UAF30', 'YNL234W']"
YOR372C,NDD1,19,5583,19,1,1,0,0,0,0,"['ACE2', 'AIM20', 'ATG26', 'BUD4', 'CDC20', 'CHS2', 'CLB2', 'EKI1', 'JSN1', 'KIN3', 'MMR1', 'MTC6', 'SCO1', 'SFG1', 'SPO12', 'SUR7', 'SWI5', 'UTH1', 'YML053C']"
YOR380W,RDR1,13,108,2,0.09920741536808168,0.025166552863716381,0.15384615384615385,3.0151014395231028,7.952991452991454,0.01680672268907563,"['PIN4', 'SEC17']"
YPL038W,MET31,26,483,4,0.4494895217624933,0.18292347208350832,0.15384615384615385,0.83576896107321641,1.7783086478738652,0.007920792079207921,"['ADE3', 'NUT2', 'PEX2', 'SSN8']"
YPL049C,DIG1,5,74,0,1,1,0,0,0,0,[]
YPL075W,GCR1,141,44,2,0.5147546122156547,0.30571104494555068,0.014184397163120567,0.87805246607212484,1.799806576402321,0.01092896174863388,"['PEX27', 'RHB1']"
YPL089C,RLM1,465,147,16,0.6326683682607916,0.16146376548544086,0.034408602150537634,0.42685452450660222,1.3068246653500109,0.026845637583892617,"['ACO2', 'CDA2', 'DSF1', 'EGD2', 'ESF2', 'FPR4', 'GET3', 'HIS1', 'INP1', 'MEC1', 'NOP14', 'PUF4', 'RPL28', 'YJL107C', 'YPL088W', 'YRB1']"
YPL139C,UME1,1,5583,1,1,1,0,0,0,0,['MAK32']
YPL177C,CUP9,304,74,7,0.49295213786750597,0.10645909440250423,0.023026315789473683,0.85938716882687438,1.737242176386913,0.018867924528301886,"['IME1', 'MAK32', 'MSS2', 'RPL23a', 'RPL40a', 'TGL2', 'YIL102C']"
YPL202C,AFT2,17,286,5,0.10773105857066094,0.0012661322417862005,0.29411764705882354,2.5424641267477042,5.741464417935006,0.016778523489932886,"['ADH7', 'NNT1', 'SLM4', 'SMF3', 'YDL114W']"
YPL230W,USV1,94,303,7,0.6418672116885443,0.24774765890599548,0.07446808510638298,0.4656403287255747,1.3721297661681062,0.017948717948717947,"['AOS1', 'CDC43', 'FRT2', 'MND2', 'SRB5', 'YIR024C', 'YNL011C']"
YPL248C,GAL4,68,200,2,1.1585393157800465,0.70673170157523502,0.029411764705882353,-0.28767429085120416,0.8210294117647059,0.007518796992481203,"['CCT8', 'YLR462W']"
YPR008W,HAA1,64,91,3,0.313858290047167,0.085819035116263223,0.046875,1.5557220522755548,2.8758585164835164,0.019736842105263157,"['EUG1', 'RMD6', 'SUI2']"
YPR009W,SUT2,14,490,3,0.2975737357454176,0.11835398739405974,0.21428571428571427,1.2930321938782214,2.441545189504373,0.005988023952095809,"['MPE1', 'RHO4', 'YDR131C']"
YPR022C,YPR022C,1,5583,1,1,1,0,0,0,0,['TIM10']
YPR054W,SMK1,106,89,3,0.5204377873305869,0.23857131569942375,0.02830188679245283,0.84994745648439618,1.7753868984524062,0.015625,"['GTS1', 'SSN2', 'TRZ1']"
YPR065W,ROX1,476,128,18,0.47609061237486816,0.02294697697728227,0.037815126050420166,0.81200786832212501,1.6493894432773109,0.030716723549488054,"['ALG1', 'ASI1', 'BUD20', 'BUD31', 'CCW12', 'CUS1', 'ECM13', 'FAA1', 'GPR1', 'HAC1', 'HHF2', 'PRP6', 'RPL19a', 'RPL39', 'RPS13', 'UTP22', 'YCL042W', 'YHR033W']"
YPR104C,FHL1,91,70,2,0.5349946265448684,0.31664134939432098,0.02197802197802198,0.82785842869806503,1.7529042386185243,0.012578616352201259,"['RPL17a', 'RPL6a']"
YPR196W,YPR196W,470,480,43,0.7390648626020019,0.3531978444714865,0.09148936170212765,0.098212649323442994,1.0641356382978724,0.047409040793825796,"['AAP1', 'AIM20', 'ATP12', 'BZZ1', 'CFT2', 'CHD1', 'COS6', 'CSM2', 'DCG1', 'EPT1', 'FLO11', 'HIP1', 'HNM1', 'MLC2', 'MND2', 'NOP53', 'ORC3', 'PEX1', 'PFS1', 'PHB1', 'PRM3', 'RMR1', 'RPL39', 'RPL42b', 'SAG1', 'SEC10', 'SME1', 'SNX4', 'TAF7', 'TDA11', 'TLG1', 'TMA16', 'TRM44', 'UTP25', 'YAL037W', 'YBL081W', 'YEL1', 'YGL193C', 'YML131W', 'YPL107W', 'YPL216W', 'YPR096C', 'YRF1-4']"
YPR199C,ARR1,1,5583,1,1,1,0,0,0,0,['VPS55']
