YAL051W,0.000638725083012719
YBL005W,0.10074388055791787
YBL008W,0.12074823147239766
YBL021C,0.04463892572645149
YBL054W,0.000727080595651608
YBL103C,0.0007410990759842392
YBR033W,0.005138769633955389
YBR049C,0.007837244766330088
YBR083W,0.010533268429127196
YBR150C,0.0012000439226977932
YBR182C,0.004176963871108798
YBR239C,0.01454483525749576
YBR240C,0.0077938636488687355
YBR297W,0.003567599053235647
YCR018C,0.04928537273369081
YCR106W,0.0115160187901658
YDL020C,0.0004868868423183201
YDL048C,0.018191964008691993
YDL056W,0.01884792313779782
YDL106C,0.0061439438619415926
YDL170W,0.011223796992905734
YDR009W,0.10038687002912983
YDR026C,0.044297492989928085
YDR043C,0.008704180174816459
YDR049W,0.06421611440906462
YDR081C,0.13876349823247092
YDR123C,0.012110001672127613
YDR146C,0.003784844853392922
YDR207C,0.021567500780365303
YDR213W,0.015589744227082144
YDR216W,0.0060073722606590555
YDR253C,0.003787334628210853
YDR259C,0.0013258085144767337
YDR266C,0.22453704325120283
YDR277C,0.0032091326867361436
YDR310C,0.004167716903954356
YDR421W,0.053424432431271006
YDR423C,0.11394029874474212
YDR451C,0.0490655528648951
YDR463W,0.09917205150440758
YDR477W,0.0016322938377373562
YDR520C,0.061809753497195384
YEL009C,0.008241464913948216
YER028C,0.012842683310228854
YER040W,0.0013936883209519067
YER045C,0.00675180273999334
YER051W,0.0007675922980683263
YER068W,0.09029621139432055
YER088C,0.011284157716714621
YER111C,0.01578310538642961
YER130C,0.004930370321662218
YER161C,0.0015901652213373785
YER169W,0.0004598498430929081
YER184C,0.004396204016078487
YFL021W,0.006030942697186715
YFL031W,0.004659720258991834
YFL044C,0.016164746324076724
YFL052W,0.01109524066024132
YFR034C,0.00023577527239724378
YGL013C,0.008435891174819281
YGL035C,0.002968954774054539
YGL071W,0.0002965391324914353
YGL073W,0.039514441045439844
YGL096W,0.0018243535292686464
YGL131C,0.0341396610094034
YGL162W,0.010035124103052868
YGL181W,0.07223958871953391
YGL197W,0.020451101751168373
YGL209W,0.027342402116122967
YGL237C,0.012404966600021218
YGL254W,0.0023741774950637195
YGR040W,0.000689571625089728
YGR044C,0.0007499473269326703
YGR067C,0.00510770701620798
YGR089W,0.456530942527355
YGR097W,0.0398561398309142
YGR249W,0.005424248606080675
YGR288W,0.019361823909668223
YHL009C,0.0028440755095002295
YHL020C,0.0048290793295252136
YHL027W,0.010635695317891027
YHR006W,0.02828677809326234
YHR084W,0.031015832633635936
YHR124W,0.0038851486107691125
YHR178W,0.009579643520937547
YHR206W,0.0014121647762116458
YIL036W,0.011728081484678719
YIL101C,0.022557763412819152
YIL119C,0.00044173453606717524
YIL128W,0.0011549173147880453
YIL131C,0.0003432810509225562
YIR017C,0.00034818876195526774
YIR018W,0.04022962395174422
YIR023W,0.004706899983239755
YJL056C,0.008506107468733006
YJL089W,0.012360344142617432
YJL110C,0.0005146405709923542
YJL127C,0.02510121069904598
YJL206C,0.0005539529492579766
YJR060W,6.799130267409462e-05
YJR094C,0.0018658292309871325
YJR127C,0.010106173526606178
YJR140C,1.0
YJR147W,0.01544922873849219
YKL005C,3.365062479033128e-05
YKL015W,0.00660336216278656
YKL020C,0.014412296039227395
YKL032C,0.027428366104792934
