YBL005W,ATG3
YBL005W,SYF1
YDR026C,POL5
YDR026C,PRP2
YDR043C,CNS1
YDR043C,FET4
YDR043C,HXT8
YDR043C,YOR029W
YDR043C,ZRG8
YER184C,DDI1
YER184C,DPL1
YER184C,MCM5
YER184C,UBA4
YJR147W,BIR1
YJR147W,MGA1
YJR147W,TIR1
YJR147W,UTH1
YKL109W,ATP20
YKL109W,ATP5
YKL109W,BFR2
YKL109W,ERG26
YKL109W,MIR1
