,YBR033W,YDR034C,YEL009C,YIL036W,YJL056C,YJR060W,YKL038W,YLR403W,YLR451W,YMR182C,YNL199C,YOL108C,YOR344C,YPL075W,YPL248C
YGR293C,0.7416758695110001,0.7416758695110001,1.7564079587,0.7416758695110001,1.75645157803,0.7416758695110001,0.7416758695110001,0.7416758695110001,1.75640238843,0.37598919730499997,0.7416758695110001,0.7416758695110001,0.7416758695110001,2.9399613441000003,0.308013220729
YGR294W,0.178757951945,0.47575663457500006,0.286054641881,0.277226063026,0.8451308866339999,0.154930371806,0.18482459020999997,0.149742422163,1.02922951265,1.15523981683,0.9523548152719999,0.8471731639810001,0.228751326003,0.233534977646,0.393170429669
YGR295C,0.00301944535746,0.133365667429,0.266443811994,0.000316875502517,0.0374770215707,0.00352589690665,0.000998209399521,0.463021822702,0.0331358221627,0.196722503678,0.00160340471617,0.315687647098,0.07913773470839999,0.08732521679250001,0.255587709151
YGR296C-A,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001
YGR296C-B,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.229027445683,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.164416974301
YGR296W,0.141323165996,0.19223814807300002,0.12040155475400001,0.0521939622231,0.472660217614,0.0064615683986399995,0.0115738368057,0.20201208790600003,0.0257590524908,0.229027445683,0.0405621638441,1.24800366724,0.098771695152,0.10411679997199999,0.493604459256
YHL001W,0.373519215614,0.126847167523,0.0005877196141719999,0.00251201015335,0.271315020793,0.00837170627208,0.016872849877500002,0.141759285009,0.006244421576910001,0.170961314727,0.09009324806980001,0.11322400609099999,0.00706628564383,0.00772855186871,0.113097193636
YHL002C-A,0.178757951945,0.47575663457500006,0.0842849044218,0.08109835705030001,0.314791540799,0.154930371806,0.18482459020999997,0.149742422163,0.162796138768,0.7416758695110001,0.163683394796,0.31570080114599997,0.228751326003,0.233534977646,0.7416758695110001
YHL002W,0.729947282586,0.892130228485,0.408939786724,0.005783374665289999,0.145578453183,0.116682803395,0.77301256654,1.02583171078,0.10947349303300001,1.42649033227,0.87785667265,0.614568477378,1.8877413182700002,0.536247379026,0.0401275114203
YHL003C,0.729947282586,0.892130228485,0.408939786724,0.005783374665289999,0.145578453183,0.116682803395,0.77301256654,1.02583171078,0.10947349303300001,1.33224118556,0.87785667265,0.614568477378,1.8877413182700002,0.536247379026,0.0339872714977
YHL004W,0.09301423265460002,0.487963104853,0.029042426131000002,0.0605494901253,0.16602009763199999,20.0008718116,0.10168393255000001,0.017662056577000002,0.09049501974810001,0.148719985445,0.300824849387,1.0479757512999999,0.17607195357500002,0.07129366519119999,0.31396016036200003
YHL005C,1.7564217180300001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,1.75640238843,0.37598919730499997,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.308013220729
YHL006C,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,5.646354445549999,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,0.7416758695110001,1.7564308136200002,0.7416758695110001,0.7416758695110001
YHL006W-A,0.178757951945,0.47575663457500006,0.598539168969,0.277226063026,0.314791540799,0.154930371806,0.18482459020999997,0.149742422163,0.162796138768,0.456026358517,0.49179418122199997,0.8471731639810001,0.228751326003,0.233534977646,0.393170429669
YHL007C,0.307333735836,0.45586253250799996,0.408939786724,0.00125613824401,0.0367281265078,8.736972465389998,0.00486212984421,3.82101979754,1.22292385394,0.178111758954,1.5014680681,1.37507981269,0.302398251244,1.14194649685,0.0207720680323
YHL008C,0.263947793973,1.29683900476,0.456111916678,0.0193486537149,0.0993472248639,0.0178634710339,0.0278522656433,0.9328544808079999,0.0158953062968,0.736844575109,0.432318644705,0.328787023113,0.707018297378,0.185023989872,0.23631615769499997
YHL009C,0.325637028941,0.276850340737,0.0959320853938,0.005437804066560001,0.37720726725000003,0.106966579206,0.0375025090427,0.24708760481999997,0.144440767545,0.37598919730499997,0.028527086848900002,0.119076120781,0.0599929371292,0.22503976589400002,0.308013220729
