YDR034C,ACO2
YDR034C,ACS2
YDR034C,BIO3
YDR034C,BIO4
YDR034C,CTP1
YDR034C,CUS1
YDR034C,DAL7
YDR034C,KGD2
YDR034C,LYP1
YDR034C,LYS1
YDR034C,LYS12
YDR034C,LYS14
YDR034C,LYS2
YDR034C,LYS20
YDR034C,LYS21
YDR034C,LYS4
YDR034C,LYS9
YDR034C,NIT1
YDR034C,ODC2
YDR034C,PEX25
YDR034C,PML39
YDR034C,RAS1
YDR034C,RTC2
YDR034C,YDL183C
YDR034C,YDR056C
YDR034C,YGR125W
YDR034C,YHM2
YDR034C,YOS9
YEL009C,ADH5
YEL009C,ALD5
YEL009C,AMD2
YEL009C,ARG1
YEL009C,ARG2
YEL009C,ARG3
YEL009C,ARG4
YEL009C,"ARG5,6"
YEL009C,ARG7
YEL009C,ARG8
YEL009C,ARO1
YEL009C,ARO2
YEL009C,ARO3
YEL009C,ARO4
YEL009C,ASN1
YEL009C,BAP2
YEL009C,BAS1
YEL009C,BAT1
YEL009C,BNA1
YEL009C,BSC5
YEL009C,CAF16
YEL009C,CPA2
YEL009C,DCG1
YEL009C,DUR3
YEL009C,GGC1
YEL009C,GTO1
YEL009C,HIS1
YEL009C,HIS3
YEL009C,HIS4
YEL009C,HIS5
YEL009C,HIS7
YEL009C,HOM3
YEL009C,ICY1
YEL009C,ICY2
YEL009C,IDP1
YEL009C,ILV3
YEL009C,ILV5
YEL009C,ISU1
YEL009C,LEU4
YEL009C,LEU9
YEL009C,LYS1
YEL009C,LYS2
YEL009C,LYS20
YEL009C,LYS21
YEL009C,LYS9
YEL009C,MAE1
YEL009C,MCH4
YEL009C,MCT1
YEL009C,MET13
YEL009C,MET22
YEL009C,MPC2
YEL009C,MRM1
YEL009C,NCE103
YEL009C,NIT1
YEL009C,ODC2
YEL009C,ORT1
YEL009C,POP1
YEL009C,PSF2
YEL009C,PYC2
YEL009C,RIM9
YEL009C,RTC2
YEL009C,RTK1
YEL009C,RTS3
YEL009C,SNO1
YEL009C,SNZ1
YEL009C,SSU1
YEL009C,STB4
YEL009C,STR2
YEL009C,STR3
YEL009C,SUL1
YEL009C,TEA1
YEL009C,TMT1
YEL009C,TRP3
YEL009C,TRP4
YEL009C,TRP5
YEL009C,UGA3
YEL009C,YDR341C
YEL009C,YHR020W
YEL009C,YJR111C
YEL009C,YLR152C
YEL009C,YMC2
YEL009C,YOR302W
YIL036W,ADE2
YIL036W,AHP1
YIL036W,ALT1
YIL036W,ALT2
YIL036W,ARG1
YIL036W,BDH2
YIL036W,BDS1
YIL036W,CIN5
YIL036W,CLB1
YIL036W,CPA2
YIL036W,DDR2
YIL036W,DIP5
YIL036W,ECM13
YIL036W,FAA1
YIL036W,FMP33
YIL036W,GCY1
YIL036W,GNP1
YIL036W,HPF1
YIL036W,HSP12
YIL036W,ISU1
YIL036W,LYS9
YIL036W,MSC1
YIL036W,MSS11
YIL036W,NCA3
YIL036W,NCE103
YIL036W,PTR2
YIL036W,PYC1
YIL036W,RIM4
YIL036W,RMI1
YIL036W,ROX1
YIL036W,RTN2
YIL036W,SAM3
YIL036W,SIP18
YIL036W,STL1
YIL036W,TPK1
YIL036W,VHT1
YIL036W,YAR068W
YIL036W,YAT2
YIL036W,YBR085C-A
YIL036W,YER053C-A
YIL036W,YGR066C
YIL036W,YLR053C
YIL036W,YLR108C
YIL036W,YNR014W
YIL036W,YOR302W
YIL036W,ZRT1
YJL056C,RTC4
YJL056C,ZAP1
YJL056C,ZPS1
YJL056C,ZRT1
YJL056C,ZRT2
YJL056C,ZRT3
YJR060W,ADE12
YJR060W,ADE3
YJR060W,ADH3
YJR060W,ADP1
YJR060W,APA2
YJR060W,APP1
YJR060W,ARE2
YJR060W,ATG31
YJR060W,ATP3
YJR060W,ATP7
YJR060W,ATX1
YJR060W,AVT7
YJR060W,BMH1
YJR060W,BNA3
YJR060W,BOI2
YJR060W,BRN1
YJR060W,CBF1
YJR060W,CIA1
YJR060W,CIS3
YJR060W,CKB2
YJR060W,CSR2
YJR060W,CTF19
YJR060W,DAP1
YJR060W,DOP1
YJR060W,DPH2
YJR060W,DRS2
YJR060W,ECM9
YJR060W,ERG20
YJR060W,GAR1
YJR060W,GRX1
YJR060W,GRX2
YJR060W,GSH1
YJR060W,GTO1
YJR060W,GTR1
YJR060W,GUP2
YJR060W,HAC1
YJR060W,HIS5
YJR060W,HMF1
YJR060W,HOR2
YJR060W,HRI1
YJR060W,ICY2
YJR060W,IDH1
YJR060W,IES6
YJR060W,IML1
YJR060W,KSP1
YJR060W,KTR1
YJR060W,LHP1
YJR060W,LPP1
YJR060W,MET1
YJR060W,MET10
YJR060W,MET13
YJR060W,MET14
YJR060W,MET16
YJR060W,MET2
YJR060W,MET22
YJR060W,MET28
YJR060W,MET3
YJR060W,MET32
YJR060W,MET5
YJR060W,MET8
YJR060W,MNN1
YJR060W,MNN4
YJR060W,MRP4
YJR060W,MSH3
YJR060W,MTQ1
YJR060W,NAB3
YJR060W,NCE103
